类型,索引,替换目标,文本值(繁中）
card_config,310112,name,勇氣掛墜
card_config,32011,name,勇氣掛墜
card_config,320111,name,勇氣掛墜
card_config,320112,name,勇氣掛墜
card_config,33011,name,勇氣掛墜
card_config,330111,name,勇氣掛墜
card_config,330112,name,勇氣掛墜
card_config,34011,name,勇氣掛墜
card_config,340111,name,勇氣掛墜
card_config,340112,name,勇氣掛墜
card_config,35011,name,勇氣掛墜
card_config,350111,name,勇氣掛墜
card_config,350112,name,勇氣掛墜
card_config,36011,name,勇氣掛墜
card_config,360111,name,勇氣掛墜
card_config,360112,name,勇氣掛墜
card_config,31012,name,烏木法杖
card_config,310121,name,烏木法杖
card_config,310122,name,烏木法杖
card_config,32012,name,烏木法杖
card_config,320121,name,烏木法杖
card_config,320122,name,烏木法杖
card_config,33012,name,烏木法杖
card_config,330121,name,烏木法杖
card_config,330122,name,烏木法杖
card_config,34012,name,烏木法杖
card_config,340121,name,烏木法杖
card_config,340122,name,烏木法杖
card_config,35012,name,烏木法杖
card_config,350121,name,烏木法杖
card_config,350122,name,烏木法杖
card_config,36012,name,烏木法杖
card_config,360121,name,烏木法杖
card_config,360122,name,烏木法杖
card_config,31013,name,戰鬥法杖
card_config,310131,name,戰鬥法杖
card_config,310132,name,戰鬥法杖
card_config,32013,name,戰鬥法杖
card_config,320131,name,戰鬥法杖
card_config,320132,name,戰鬥法杖
card_config,33013,name,戰鬥法杖
card_config,330131,name,戰鬥法杖
card_config,330132,name,戰鬥法杖
card_config,34013,name,戰鬥法杖
card_config,340131,name,戰鬥法杖
card_config,340132,name,戰鬥法杖
card_config,35013,name,戰鬥法杖
card_config,350131,name,戰鬥法杖
card_config,350132,name,戰鬥法杖
card_config,36013,name,戰鬥法杖
card_config,360131,name,戰鬥法杖
card_config,360132,name,戰鬥法杖
card_config,32014,name,治療法杖
card_config,320141,name,治療法杖
card_config,320142,name,治療法杖
card_config,33014,name,治療法杖
card_config,330141,name,治療法杖
card_config,330142,name,治療法杖
card_config,34014,name,治療法杖
card_config,340141,name,治療法杖
card_config,340142,name,治療法杖
card_config,36014,name,治療法杖
card_config,360141,name,治療法杖
card_config,360142,name,治療法杖
card_config,32015,name,治療長笛
card_config,320151,name,治療長笛
card_config,320152,name,治療長笛
card_config,33015,name,治療長笛
card_config,330151,name,治療長笛
card_config,330152,name,治療長笛
card_config,34015,name,治療長笛
card_config,340151,name,治療長笛
card_config,340152,name,治療長笛
card_config,36015,name,治療長笛
card_config,360151,name,治療長笛
card_config,360152,name,治療長笛
card_config,31016,name,霍特普的寶石
card_config,310161,name,霍特普的寶石
card_config,310162,name,霍特普的寶石
card_config,32016,name,霍特普的寶石
card_config,320161,name,霍特普的寶石
card_config,320162,name,霍特普的寶石
card_config,33016,name,霍特普的寶石
card_config,330161,name,霍特普的寶石
card_config,330162,name,霍特普的寶石
card_config,34016,name,霍特普的寶石
card_config,340161,name,霍特普的寶石
card_config,340162,name,霍特普的寶石
card_config,35016,name,霍特普的寶石
card_config,350161,name,霍特普的寶石
card_config,350162,name,霍特普的寶石
card_config,36016,name,霍特普的寶石
card_config,360161,name,霍特普的寶石
card_config,360162,name,霍特普的寶石
card_config,31017,name,毒刃
card_config,310171,name,毒刃
card_config,310172,name,毒刃
card_config,32017,name,毒刃
card_config,320171,name,毒刃
card_config,320172,name,毒刃
card_config,33017,name,毒刃
card_config,330171,name,毒刃
card_config,330172,name,毒刃
card_config,34017,name,毒刃
card_config,340171,name,毒刃
card_config,340172,name,毒刃
card_config,35017,name,毒刃
card_config,350171,name,毒刃
card_config,350172,name,毒刃
card_config,36017,name,毒刃
card_config,360171,name,毒刃
card_config,360172,name,毒刃
card_config,32018,name,詭詐手槍
card_config,320181,name,詭詐手槍
card_config,320182,name,詭詐手槍
card_config,33018,name,詭詐手槍
card_config,330181,name,詭詐手槍
card_config,330182,name,詭詐手槍
card_config,34018,name,詭詐手槍
card_config,340181,name,詭詐手槍
card_config,340182,name,詭詐手槍
card_config,35018,name,詭詐手槍
card_config,350181,name,詭詐手槍
card_config,350182,name,詭詐手槍
card_config,36018,name,詭詐手槍
card_config,360181,name,詭詐手槍
card_config,360182,name,詭詐手槍
card_config,31019,name,長矛
card_config,310191,name,長矛
card_config,310192,name,長矛
card_config,32019,name,長矛
card_config,320191,name,長矛
card_config,320192,name,長矛
card_config,34019,name,長矛
card_config,340191,name,長矛
card_config,340192,name,長矛
card_config,35019,name,長矛
card_config,350191,name,長矛
card_config,350192,name,長矛
card_config,36019,name,長矛
card_config,360191,name,長矛
card_config,360192,name,長矛
card_config,31020,name,破碎戰錘
card_config,310201,name,破碎戰錘
card_config,310202,name,破碎戰錘
card_config,32020,name,破碎戰錘
card_config,320201,name,破碎戰錘
card_config,320202,name,破碎戰錘
card_config,33020,name,破碎戰錘
card_config,330201,name,破碎戰錘
card_config,330202,name,破碎戰錘
card_config,34020,name,破碎戰錘
card_config,340201,name,破碎戰錘
card_config,340202,name,破碎戰錘
card_config,35020,name,破碎戰錘
card_config,350201,name,破碎戰錘
card_config,350202,name,破碎戰錘
card_config,36020,name,破碎戰錘
card_config,360201,name,破碎戰錘
card_config,360202,name,破碎戰錘
card_config,31021,name,魔法指環
card_config,310211,name,魔法指環
card_config,310212,name,魔法指環
card_config,32021,name,魔法指環
card_config,320211,name,魔法指環
card_config,320212,name,魔法指環
card_config,33021,name,魔法指環
card_config,330211,name,魔法指環
card_config,330212,name,魔法指環
card_config,34021,name,魔法指環
card_config,340211,name,魔法指環
card_config,340212,name,魔法指環
card_config,35021,name,魔法指環
card_config,350211,name,魔法指環
card_config,350212,name,魔法指環
card_config,36021,name,魔法指環
card_config,360211,name,魔法指環
card_config,360212,name,魔法指環
card_config,31022,name,戰斧
card_config,310221,name,戰斧
card_config,310222,name,戰斧
card_config,32022,name,戰斧
card_config,320221,name,戰斧
card_config,320222,name,戰斧
card_config,33022,name,戰斧
card_config,330221,name,戰斧
card_config,330222,name,戰斧
card_config,34022,name,戰斧
card_config,340221,name,戰斧
card_config,340222,name,戰斧
card_config,35022,name,戰斧
card_config,350221,name,戰斧
card_config,350222,name,戰斧
card_config,36022,name,戰斧
card_config,360221,name,戰斧
card_config,360222,name,戰斧
card_config,31023,name,衝鋒弓
card_config,310231,name,衝鋒弓
card_config,310232,name,衝鋒弓
card_config,32023,name,衝鋒弓
card_config,320231,name,衝鋒弓
card_config,320232,name,衝鋒弓
card_config,33023,name,衝鋒弓
card_config,330231,name,衝鋒弓
card_config,330232,name,衝鋒弓
card_config,34023,name,衝鋒弓
card_config,340231,name,衝鋒弓
card_config,340232,name,衝鋒弓
card_config,35023,name,衝鋒弓
card_config,350231,name,衝鋒弓
card_config,350232,name,衝鋒弓
card_config,36023,name,衝鋒弓
card_config,360231,name,衝鋒弓
card_config,360232,name,衝鋒弓
card_config,31024,name,十字弩
card_config,310241,name,十字弩
card_config,310242,name,十字弩
card_config,32024,name,十字弩
card_config,320241,name,十字弩
card_config,320242,name,十字弩
card_config,33024,name,十字弩
card_config,330241,name,十字弩
card_config,330242,name,十字弩
card_config,34024,name,十字弩
card_config,340241,name,十字弩
card_config,340242,name,十字弩
card_config,35024,name,十字弩
card_config,350241,name,十字弩
card_config,350242,name,十字弩
card_config,36024,name,十字弩
card_config,360241,name,十字弩
card_config,360242,name,十字弩
card_config,33025,name,能量法杖
card_config,330251,name,能量法杖
card_config,330252,name,能量法杖
card_config,35025,name,能量法杖
card_config,350251,name,能量法杖
card_config,350252,name,能量法杖
card_config,36025,name,能量法杖
card_config,360251,name,能量法杖
card_config,360252,name,能量法杖
card_config,32026,name,世紀之角
card_config,320261,name,世紀之角
card_config,320262,name,世紀之角
card_config,33026,name,世紀之角
card_config,330261,name,世紀之角
card_config,330262,name,世紀之角
card_config,34026,name,世紀之角
card_config,340261,name,世紀之角
card_config,340262,name,世紀之角
card_config,36026,name,世紀之角
card_config,360261,name,世紀之角
card_config,360262,name,世紀之角
card_config,31027,name,暮光之戟
card_config,310271,name,暮光之戟
card_config,310272,name,暮光之戟
card_config,32027,name,暮光之戟
card_config,320271,name,暮光之戟
card_config,320272,name,暮光之戟
card_config,34027,name,暮光之戟
card_config,340271,name,暮光之戟
card_config,340272,name,暮光之戟
card_config,35027,name,暮光之戟
card_config,350271,name,暮光之戟
card_config,350272,name,暮光之戟
card_config,36027,name,暮光之戟
card_config,360271,name,暮光之戟
card_config,360272,name,暮光之戟
card_config,31028,name,石筍手套
card_config,310281,name,石筍手套
card_config,310282,name,石筍手套
card_config,32028,name,石筍手套
card_config,320281,name,石筍手套
card_config,320282,name,石筍手套
card_config,33028,name,石筍手套
card_config,330281,name,石筍手套
card_config,330282,name,石筍手套
card_config,34028,name,石筍手套
card_config,340281,name,石筍手套
card_config,340282,name,石筍手套
card_config,35028,name,石筍手套
card_config,350281,name,石筍手套
card_config,350282,name,石筍手套
card_config,36028,name,石筍手套
card_config,360281,name,石筍手套
card_config,360282,name,石筍手套
card_config,31029,name,聖劍
card_config,310291,name,聖劍
card_config,310292,name,聖劍
card_config,32029,name,聖劍
card_config,320291,name,聖劍
card_config,320292,name,聖劍
card_config,33029,name,聖劍
card_config,330291,name,聖劍
card_config,330292,name,聖劍
card_config,34029,name,聖劍
card_config,340291,name,聖劍
card_config,340292,name,聖劍
card_config,35029,name,聖劍
card_config,350291,name,聖劍
card_config,350292,name,聖劍
card_config,36029,name,聖劍
card_config,360291,name,聖劍
card_config,360292,name,聖劍
card_config,31030,name,蠍子巨弩
card_config,310301,name,蠍子巨弩
card_config,310302,name,蠍子巨弩
card_config,32030,name,蠍子巨弩
card_config,320301,name,蠍子巨弩
card_config,320302,name,蠍子巨弩
card_config,33030,name,蠍子巨弩
card_config,330301,name,蠍子巨弩
card_config,330302,name,蠍子巨弩
card_config,34030,name,蠍子巨弩
card_config,340301,name,蠍子巨弩
card_config,340302,name,蠍子巨弩
card_config,35030,name,蠍子巨弩
card_config,350301,name,蠍子巨弩
card_config,350302,name,蠍子巨弩
card_config,36030,name,蠍子巨弩
card_config,360301,name,蠍子巨弩
card_config,360302,name,蠍子巨弩
card_config,31031,name,黑曜石之矛
card_config,310311,name,黑曜石之矛
card_config,310312,name,黑曜石之矛
card_config,32031,name,黑曜石之矛
card_config,320311,name,黑曜石之矛
card_config,320312,name,黑曜石之矛
card_config,33031,name,黑曜石之矛
card_config,330311,name,黑曜石之矛
card_config,330312,name,黑曜石之矛
card_config,34031,name,黑曜石之矛
card_config,340311,name,黑曜石之矛
card_config,340312,name,黑曜石之矛
card_config,35031,name,黑曜石之矛
card_config,350311,name,黑曜石之矛
card_config,350312,name,黑曜石之矛
card_config,36031,name,黑曜石之矛
card_config,360311,name,黑曜石之矛
card_config,360312,name,黑曜石之矛
card_config,40001,name,投擲匕首
card_config,40002,name,小瓶藥水
card_config,40003,name,治療藥水
card_config,40004,name,光之炸彈
card_config,40005,name,迴旋鏢
card_config,40006,name,龍之血
card_config,40007,name,治癒圓號
card_config,40008,name,枯萎匕首
card_config,40009,name,浸毒匕首
card_config,40010,name,易碎藥膏
card_config,40011,name,天使之聲
card_config,40012,name,龍之淚
card_config,40013,name,猛烈炸彈
card_config,40014,name,手裡劍
card_config,40015,name,萬能藥
chest_config,1,name,超級神奇
chest_config,2,name,神奇
chest_config,3,name,超大
chest_config,4,name,皇冠
chest_config,5,name,魔法
chest_config,6,name,黃金
chest_config,7,name,白銀
chest_config,8,name,木制
chest_config,9,name,破舊的扈從卡包
chest_config,10,name,輝煌的騎士卡包
chest_config,11,name,奢華的領主卡包
chest_config,12,name,喪心病狂的惡魔卡包
chest_config,13,name,破舊的庶民卡包
chest_config,14,name,破舊的新手卡包
chest_config,15,name,破舊的見習卡包
chest_config,16,name,破舊的見習卡包
chest_config,17,name,破舊的學徒卡包
chest_config,18,name,開發組的愛和湧報
chest_config,19,name,老闆娘的日常卡包1段(舊）
chest_config,20,name,老闆娘的日常卡包2段(舊）
chest_config,21,name,老闆娘的日常卡包3段(舊）
chest_config,22,name,老闆娘的日常卡包4段(舊）
chest_config,23,name,老闆娘的日常卡包5段(舊）
chest_config,24,name,老闆娘的日常卡包6段(舊）
chest_config,25,name,老闆娘的日常卡包7段(舊）
chest_config,26,name,老闆娘的日常卡包8段(舊）
chest_config,27,name,老闆娘的日常卡包9段(舊）
chest_config,28,name,老闆娘的日常卡包10段(舊）
chest_config,29,name,老闆娘的日常卡包11段(舊）
chest_config,30,name,老闆娘的日常卡包1段
chest_config,31,name,老闆娘的日常卡包2段
chest_config,32,name,老闆娘的日常卡包3段
chest_config,33,name,老闆娘的日常卡包4段
