类型,索引,替换目标,文本值(英语）
task_config,1200069,desc,Use 5 items cost 3 or less in Battle/Practice Mode
task_config,1200070,desc,Use 6 items cost 4 or less in Battle/Practice Mode
task_config,1200071,desc,Use 5 items cost 2 or more in Battle/Practice Mode
task_config,1200072,desc,Use 4 items cost 3 or more in Battle/Practice Mode
task_config,1200073,desc,Use 3 items cost 4 or more in Battle/Practice Mode
task_config,1200074,desc,Win 1 match in Battle/Practice Mode
task_config,1200075,desc,Use 4 cards cost 2 or less in Battle/Practice Mode
task_config,1200076,desc,Use 5 cards cost 3 or less in Battle/Practice Mode
task_config,1200077,desc,Use 6 cards cost 4 or less in Battle/Practice Mode
task_config,1200078,desc,Use 5 cards cost 2 or more in Battle/Practice Mode
task_config,1200079,desc,Use 4 cards cost 3 or more in Battle/Practice Mode
task_config,1200080,desc,Use 3 cards cost 4 or more in Battle/Practice Mode
task_config,1200081,desc,Win 1 match in Battle/Practice Mode
task_config,1200082,desc,Win 2 matches in Advance Mode
task_config,1300001,desc,Summon 2 War clan cards(red) in Battle/Practice Mode and win
task_config,1300002,desc,Summon 2 Fortune clan cards(yellow) in Battle/Practice Mode and win
task_config,1300003,desc,Summon 2 Balance clan cards(blue) in Battle/Practice Mode and win
task_config,1300004,desc,Summon 2 Nature clan cards(green) in Battle/Practice Mode and win
task_config,1300005,desc,Summon 2 Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,1300006,desc,Use 3 War clan monsters(red) or Fortune clan monsters(yellow) in Battle/Practice Mode and win
task_config,1300007,desc,Use 3 War clan monsters(red) or Balance clan monsters(blue) in Battle/Practice Mode and win
task_config,1300008,desc,Use 3 War clan monsters(red) or Nature clan monsters(green) in Battle/Practice Mode and win
task_config,1300009,desc,Use 3 War clan monsters(red) or Chaos clan monsters(purple) in Battle/Practice Mode and win
task_config,1300010,desc,Use 3 Fortuen clan monsters(yellow) or Balance clan monsters(blue) in Battle/Practice Mode and win
task_config,1300011,desc,Use 3 Fortuen clan monsters(yellow) or Nature clan monsters(green) in Battle/Practice Mode and win
task_config,1300012,desc,Use 3 Fortuen clan monsters(yellow) or Chaos clan monsters(purple) in Battle/Practice Mode and win
task_config,1300013,desc,Use 3 Balance clan monsters(blue) or Nature clan monsters(green) in Battle/Practice Mode and win
task_config,1300014,desc,Use 3 Balance clan monsters(blue) or Chaos clan monsters(purple) in Battle/Practice Mode and win
task_config,1300015,desc,Use 3 Nature clan monsters(green) or Chaos clan monsters(purple) in Battle/Practice Mode and win
task_config,1300016,desc,Use 2 War clan items(red) in Battle/Practice Mode and win
task_config,1300017,desc,Use 2 Fortune clan items(yellow) in Battle/Practice Mode and win
task_config,1300018,desc,Use 2 Balance clan items(blue) in Battle/Practice Mode and win
task_config,1300019,desc,Use 2 Nature clan items(green) in Battle/Practice Mode and win
task_config,1300020,desc,Use 2 Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1300021,desc,Use 2 Neutral clan items(white) in Battle/Practice Mode and win
task_config,1300022,desc,Use 3 War clan items(red) or Fortune clan items(yellow) in Battle/Practice Mode and win
task_config,1300023,desc,Use 3 War clan items(red) or Balance clan items(blue) in Battle/Practice Mode and win
task_config,1300024,desc,Use 3 War clan items(red) or Nature clan items(green) in Battle/Practice Mode and win
task_config,1300025,desc,Use 3 War clan items(red) or Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1300026,desc,Use 3 War clan items(red) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,1300027,desc,Use 3 Fortune clan items(yellow) or Balance clan items(blue) in Battle/Practice Mode and win
task_config,1300028,desc,Use 3 Fortune clan items(yellow) or Nature clan items(green) in Battle/Practice Mode and win
task_config,1300029,desc,Use 3 Fortune clan items(yellow) or Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1300030,desc,Use 3 Fortune clan items(yellow) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,1300031,desc,Use 3 Balance clan items(blue) or Nature clan items(green) in Battle/Practice Mode and win
task_config,1300032,desc,Use 3 Balance clan items(blue) or Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1300033,desc,Use 3 Balance clan items(blue) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,1300034,desc,Use 3 Nature clan items(green) or Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1300035,desc,Use 3 Nature clan items(green) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,1300036,desc,Use 3 Chaos clan items(purple) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,1300037,desc,Use 4 War clan items(red) in Battle/Practice Mode and win
task_config,1300038,desc,Use 4 Fortune clan items(yellow) in Battle/Practice Mode and win
task_config,1300039,desc,Use 4 Balance clan items(blue) in Battle/Practice Mode and win
task_config,1300040,desc,Use 4 Nature clan items(green) in Battle/Practice Mode and win
task_config,1300041,desc,Use 4 Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1300042,desc,Use 4 Neutral clan items(white) in Battle/Practice Mode and win
task_config,1300043,desc,Use 5 War clan cards(red) or Fortune clan cards(yellow) in Battle/Practice Mode and win
task_config,1300044,desc,Use 5 War clan cards(red) or Balance clan cards(blue) in Battle/Practice Mode and win
task_config,1300045,desc,Use 5 War clan cards(red) or Nature clan cards(green) in Battle/Practice Mode and win
task_config,1300046,desc,Use 5 War clan cards(red) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,1300047,desc,Use 5 War clan cards(red) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,1300048,desc,Use 5 Fortune clan cards(yellow) or Balance clan cards(blue) in Battle/Practice Mode and win
task_config,1300049,desc,Use 5 Fortune clan cards(yellow) or Nature clan cards(green) in Battle/Practice Mode and win
task_config,1300050,desc,Use 5 Fortune clan cards(yellow) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,1300051,desc,Use 5 Fortune clan cards(yellow) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,1300052,desc,Use 5 Balance clan cards(blue) or Nature clan cards(green) in Battle/Practice Mode and win
task_config,1300053,desc,Use 5 Balance clan cards(blue) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,1300054,desc,Use 5 Balance clan cards(blue) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,1300055,desc,Use 5 Nature clan cards(green) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,1300056,desc,Use 5 Nature clan cards(green) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,1300057,desc,Use 5 Chaos clan cards(purple) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,1300058,desc,Win 1 match in Battle/Practice Mode
task_config,1300059,desc,Defeat 6 monsters in Battle/Practice Mode
task_config,1300060,desc,Use 6 items in Battle/Practice Mode
task_config,1300061,desc,Summon 4 monsters cost 2 or less in Battle/Practice Mode
task_config,1300062,desc,Summon 5 monsters cost 3 or less in Battle/Practice Mode
task_config,1300063,desc,Summon 6 monsters cost 4 or less in Battle/Practice Mode
task_config,1300064,desc,Summon 5 monsters cost 2 or more in Battle/Practice Mode
task_config,1300065,desc,Summon 4 monsters cost 3 or more in Battle/Practice Mode
task_config,1300066,desc,Summon 3 monsters cost 4 or more in Battle/Practice Mode
task_config,1300067,desc,Win 1 match in Battle/Practice Mode
task_config,1300068,desc,Use 4 items cost 2 or less in Battle/Practice Mode
task_config,1300069,desc,Use 5 items cost 3 or less in Battle/Practice Mode
task_config,1300070,desc,Use 6 items cost 4 or less in Battle/Practice Mode
task_config,1300071,desc,Use 5 items cost 2 or more in Battle/Practice Mode
task_config,1300072,desc,Use 4 items cost 3 or more in Battle/Practice Mode
task_config,1300073,desc,Use 3 items cost 4 or more in Battle/Practice Mode
task_config,1300074,desc,Win 1 match in Battle/Practice Mode
task_config,1300075,desc,Use 4 cards cost 2 or less in Battle/Practice Mode
task_config,1300076,desc,Use 5 cards cost 3 or less in Battle/Practice Mode
task_config,1300077,desc,Use 6 cards cost 4 or less in Battle/Practice Mode
task_config,1300078,desc,Use 5 cards cost 2 or more in Battle/Practice Mode
task_config,1300079,desc,Use 4 cards cost 3 or more in Battle/Practice Mode
task_config,1300080,desc,Use 3 cards cost 4 or more in Battle/Practice Mode
task_config,1300081,desc,Win 1 match in Battle/Practice Mode
task_config,1300082,desc,Win 2 matches in Advance Mode
task_config,1400001,desc,Summon 2 War clan cards(red) in Battle/Practice Mode and win
task_config,1400002,desc,Summon 2 Fortune clan cards(yellow) in Battle/Practice Mode and win
task_config,1400003,desc,Summon 2 Balance clan cards(blue) in Battle/Practice Mode and win
task_config,1400004,desc,Summon 2 Nature clan cards(green) in Battle/Practice Mode and win
task_config,1400005,desc,Summon 2 Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,1400006,desc,Use 3 War clan monsters(red) or Fortune clan monsters(yellow) in Battle/Practice Mode and win
task_config,1400007,desc,Use 3 War clan monsters(red) or Balance clan monsters(blue) in Battle/Practice Mode and win
task_config,1400008,desc,Use 3 War clan monsters(red) or Nature clan monsters(green) in Battle/Practice Mode and win
task_config,1400009,desc,Use 3 War clan monsters(red) or Chaos clan monsters(purple) in Battle/Practice Mode and win
task_config,1400010,desc,Use 3 Fortuen clan monsters(yellow) or Balance clan monsters(blue) in Battle/Practice Mode and win
task_config,1400011,desc,Use 3 Fortuen clan monsters(yellow) or Nature clan monsters(green) in Battle/Practice Mode and win
task_config,1400012,desc,Use 3 Fortuen clan monsters(yellow) or Chaos clan monsters(purple) in Battle/Practice Mode and win
task_config,1400013,desc,Use 3 Balance clan monsters(blue) or Nature clan monsters(green) in Battle/Practice Mode and win
task_config,1400014,desc,Use 3 Balance clan monsters(blue) or Chaos clan monsters(purple) in Battle/Practice Mode and win
task_config,1400015,desc,Use 3 Nature clan monsters(green) or Chaos clan monsters(purple) in Battle/Practice Mode and win
task_config,1400016,desc,Use 2 War clan items(red) in Battle/Practice Mode and win
task_config,1400017,desc,Use 2 Fortune clan items(yellow) in Battle/Practice Mode and win
task_config,1400018,desc,Use 2 Balance clan items(blue) in Battle/Practice Mode and win
task_config,1400019,desc,Use 2 Nature clan items(green) in Battle/Practice Mode and win
task_config,1400020,desc,Use 2 Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1400021,desc,Use 2 Neutral clan items(white) in Battle/Practice Mode and win
task_config,1400022,desc,Use 3 War clan items(red) or Fortune clan items(yellow) in Battle/Practice Mode and win
task_config,1400023,desc,Use 3 War clan items(red) or Balance clan items(blue) in Battle/Practice Mode and win
task_config,1400024,desc,Use 3 War clan items(red) or Nature clan items(green) in Battle/Practice Mode and win
task_config,1400025,desc,Use 3 War clan items(red) or Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1400026,desc,Use 3 War clan items(red) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,1400027,desc,Use 3 Fortune clan items(yellow) or Balance clan items(blue) in Battle/Practice Mode and win
task_config,1400028,desc,Use 3 Fortune clan items(yellow) or Nature clan items(green) in Battle/Practice Mode and win
task_config,1400029,desc,Use 3 Fortune clan items(yellow) or Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1400030,desc,Use 3 Fortune clan items(yellow) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,1400031,desc,Use 3 Balance clan items(blue) or Nature clan items(green) in Battle/Practice Mode and win
task_config,1400032,desc,Use 3 Balance clan items(blue) or Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1400033,desc,Use 3 Balance clan items(blue) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,1400034,desc,Use 3 Nature clan items(green) or Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1400035,desc,Use 3 Nature clan items(green) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,1400036,desc,Use 3 Chaos clan items(purple) or Neutral clan items(white) in Battle/Practice Mode and win
task_config,1400037,desc,Use 4 War clan items(red) in Battle/Practice Mode and win
task_config,1400038,desc,Use 4 Fortune clan items(yellow) in Battle/Practice Mode and win
task_config,1400039,desc,Use 4 Balance clan items(blue) in Battle/Practice Mode and win
task_config,1400040,desc,Use 4 Nature clan items(green) in Battle/Practice Mode and win
task_config,1400041,desc,Use 4 Chaos clan items(purple) in Battle/Practice Mode and win
task_config,1400042,desc,Use 4 Neutral clan items(white) in Battle/Practice Mode and win
task_config,1400043,desc,Use 5 War clan cards(red) or Fortune clan cards(yellow) in Battle/Practice Mode and win
task_config,1400044,desc,Use 5 War clan cards(red) or Balance clan cards(blue) in Battle/Practice Mode and win
task_config,1400045,desc,Use 5 War clan cards(red) or Nature clan cards(green) in Battle/Practice Mode and win
task_config,1400046,desc,Use 5 War clan cards(red) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,1400047,desc,Use 5 War clan cards(red) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,1400048,desc,Use 5 Fortune clan cards(yellow) or Balance clan cards(blue) in Battle/Practice Mode and win
task_config,1400049,desc,Use 5 Fortune clan cards(yellow) or Nature clan cards(green) in Battle/Practice Mode and win
task_config,1400050,desc,Use 5 Fortune clan cards(yellow) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,1400051,desc,Use 5 Fortune clan cards(yellow) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,1400052,desc,Use 5 Balance clan cards(blue) or Nature clan cards(green) in Battle/Practice Mode and win
task_config,1400053,desc,Use 5 Balance clan cards(blue) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,1400054,desc,Use 5 Balance clan cards(blue) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,1400055,desc,Use 5 Nature clan cards(green) or Chaos clan cards(purple) in Battle/Practice Mode and win
task_config,1400056,desc,Use 5 Nature clan cards(green) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,1400057,desc,Use 5 Chaos clan cards(purple) or Neutral clan cards(white) in Battle/Practice Mode and win
task_config,1400058,desc,Win 1 match in Battle/Practice Mode
task_config,1400059,desc,Defeat 6 monsters in Battle/Practice Mode
task_config,1400060,desc,Use 6 items in Battle/Practice Mode
task_config,1400061,desc,Summon 4 monsters cost 2 or less in Battle/Practice Mode
task_config,1400062,desc,Summon 5 monsters cost 3 or less in Battle/Practice Mode
task_config,1400063,desc,Summon 6 monsters cost 4 or less in Battle/Practice Mode
task_config,1400064,desc,Summon 5 monsters cost 2 or more in Battle/Practice Mode
task_config,1400065,desc,Summon 4 monsters cost 3 or more in Battle/Practice Mode
task_config,1400066,desc,Summon 3 monsters cost 4 or more in Battle/Practice Mode
task_config,1400067,desc,Win 1 match in Battle/Practice Mode
task_config,1400068,desc,Use 4 items cost 2 or less in Battle/Practice Mode
task_config,1400069,desc,Use 5 items cost 3 or less in Battle/Practice Mode
task_config,1400070,desc,Use 6 items cost 4 or less in Battle/Practice Mode
task_config,1400071,desc,Use 5 items cost 2 or more in Battle/Practice Mode
task_config,1400072,desc,Use 4 items cost 3 or more in Battle/Practice Mode
task_config,1400073,desc,Use 3 items cost 4 or more in Battle/Practice Mode
task_config,1400074,desc,Win 1 match in Battle/Practice Mode
task_config,1400075,desc,Use 4 cards cost 2 or less in Battle/Practice Mode
task_config,1400076,desc,Use 5 cards cost 3 or less in Battle/Practice Mode
task_config,1400077,desc,Use 6 cards cost 4 or less in Battle/Practice Mode
task_config,1400078,desc,Use 5 cards cost 2 or more in Battle/Practice Mode
task_config,1400079,desc,Use 4 cards cost 3 or more in Battle/Practice Mode
task_config,1400080,desc,Use 3 cards cost 4 or more in Battle/Practice Mode
task_config,1400081,desc,Win 1 match in Battle/Practice Mode
task_config,1400082,desc,Win 2 matches in Advance Mode
periphery_config,1,ladder_desc,The first step to become masters is to fight between newbies
periphery_config,2,ladder_desc,The so-called Grant is only 2 meters high!
periphery_config,3,ladder_desc,The silk of furryspider is the ordinary strong but 20 times injection quantity.
periphery_config,4,ladder_desc,Let you know what is real kongfu! --Leezard
periphery_config,5,ladder_desc,Why so strong accent curse can be successful released? --Heavily injured maggie apprentice
periphery_config,6,ladder_desc,When it jump out of the sea， its huge body covers the sun which make you suddenly feel like night! That is sabershark!
periphery_config,7,ladder_desc,Crocodine is always taking guns with him， becaue he is a deadbeat bambler!
periphery_config,8,ladder_desc,Wind is its shadow and blade. There is no need to be heaten! --The Element Tutor
periphery_config,9,ladder_desc,The bird people are all good Archers. However，Boocan is the God among them.
periphery_config,10,ladder_desc,Is it a bird or a flying carpet?No，it's a cat knight! --Triglodite
periphery_config,11,ladder_desc,OMG! I'm gonna be rich! --The last word of lobster catchers.
periphery_config,12,ladder_desc,Me!The relative of power!   --Blue dragon
battle_guide_event_config,1,dialogue_text,Come on，defeat all my monsters!
battle_guide_event_config,2,dialogue_text,If there is no monster on your field，your deck will be punished
battle_guide_event_config,3,dialogue_text,My attck type is Melee ，I can only attack in slot 1
battle_guide_event_config,4,dialogue_text,Unnnn…I can't use Ranged attack in slot 1…
battle_guide_event_config,5,dialogue_text,My monster is better than yours!
battle_guide_event_config,6,dialogue_text,Hahahahaaaaaa~
battle_guide_event_config,7,dialogue_text,Take your equip and have a nice fight!
battle_guide_event_config,8,dialogue_text,We shall also be equiped!
battle_guide_event_config,9,dialogue_text,Seems it time to show my "bomb"!
battle_guide_event_config,10,dialogue_text,Hahaha，it doesn't works!
battle_guide_event_config,11,dialogue_text,Armor can take all damages except Magic!
battle_guide_event_config,12,dialogue_text,Magic attack???Noooooooo~
battle_guide_event_config,13,dialogue_text,If there is no monster on your field，your deck will be punished
battle_guide_event_config,14,dialogue_text,My attck type is Melee ，I can only attack in slot 1
battle_guide_event_config,15,dialogue_text,Unnnn…I can't use Ranged attack in slot 1…
battle_guide_event_config,1,dialogue_name,Will
battle_guide_event_config,2,dialogue_name,Will
battle_guide_event_config,3,dialogue_name,Sharp flake
battle_guide_event_config,4,dialogue_name,Dust maiden
battle_guide_event_config,5,dialogue_name,Will
battle_guide_event_config,6,dialogue_name,Will
battle_guide_event_config,7,dialogue_name,Challenger
battle_guide_event_config,8,dialogue_name,Sharp flake
battle_guide_event_config,9,dialogue_name,Challenger
battle_guide_event_config,10,dialogue_name,Challenger
battle_guide_event_config,11,dialogue_name,Challenger
battle_guide_event_config,12,dialogue_name,Challenger
battle_guide_event_config,13,dialogue_name,Challenger
battle_guide_event_config,14,dialogue_name,Sharp flake
battle_guide_event_config,15,dialogue_name,Dust maiden
guide_step_config,1_2,step_info,Waitress@Hi，you looks unhappy，adventurer，can't find adventure tasks?
guide_step_config,1_3,step_info,Waitress@Why don't you change your mood? Let me teach you a game! Come on，it's very easy~ Will~~ What about play "Card Monsters" with this adventurer?
guide_step_config,3_2,step_info,Waitress@Woo! You are good at this! This is a gift to you，just take it
guide_step_config,3_3,step_info,Waitress@uh，seems here comes another player，make good use of the cards you just obtained
adventure_config,1,win_target,Defeat all monsters
adventure_config,2,win_target,Defeat target monster
adventure_config,3,win_target,Win th game in this turn
adventure_config,1,play_desc,Test desc
adventure_config,2,play_desc,Test desc
adventure_config,3,play_desc,Test desc
proficiency_config,1,UnlockSkillTitle,Sputter Attack!
proficiency_config,2,UnlockSkillTitle,Sputter Attack!
proficiency_config,3,UnlockSkillTitle,Sputter Attack!
proficiency_config,1,UnlockSkillDesc,You think backrow is safe?
proficiency_config,2,UnlockSkillDesc,You think backrow is safe?
proficiency_config,3,UnlockSkillDesc,You think backrow is safe?
proficiency_config,1,FullDes,Finish Section exam 1
proficiency_config,2,FullDes,Play 1 ladder match
proficiency_config,3,FullDes,Win 1 ladder match
proficiency_config,1,Fun1Title,Unlock level test
proficiency_config,2,Fun1Title,Unlock Ladder Tournament
proficiency_config,2,Fun2Title,Unlock "ShuChao"
proficiency_config,2,Fun3Title,Unlock the fifth card slot
proficiency_config,1,LvUpDesc,Level Up! Congratulations!
proficiency_config,2,LvUpDesc,Level Up! Congratulations!
card_stat_config,1,desc,cause damage
card_stat_config,2,desc,bear damage
card_stat_config,3,desc,heal damage
card_stat_config,4,desc,dodge damage
card_stat_config,5,desc,kill monster
card_stat_config,6,desc,destroy armor
card_stat_config,7,desc,destroy equip
card_stat_config,8,desc,drain crystal
card_stat_config,9,desc,counter damage
card_stat_config,10,desc,gain extra armor
card_stat_config,11,desc,decrease enemy's damage
card_stat_config,12,desc,increase our's damage
card_stat_config,13,desc,splash damage
card_stat_config,14,desc,entangle times
card_stat_config,15,desc,disease enemy
