卡牌ID,卡牌组ID,卡牌等级,卡牌名字,卡牌类型,卡牌种类,卡牌品质,生命,标志,资源路径,使用水晶数量,评分,卡组数量限制,技能1,技能1,技能2,技能2,技能3,技能3
360161,36016,2,霍特普的宝石,equip,rare,all,0,1,pendant_of_disease,3,280,2,disease,3,,,,
360162,36016,3,霍特普的宝石,equip,rare,all,0,1,pendant_of_disease,3,420,2,disease,4,,,,
31017,31017,1,毒刃,equip,rare,war,0,1,toxic_blade,2,140,2,melee,1,disease,1,,
310171,31017,2,毒刃,equip,rare,war,0,1,toxic_blade,2,280,2,melee,1,disease,2,,
310172,31017,3,毒刃,equip,rare,war,0,1,toxic_blade,2,420,2,melee,2,disease,2,,
32017,32017,1,毒刃,equip,rare,fortune,0,1,toxic_blade,3,140,2,melee,1,disease,1,,
320171,32017,2,毒刃,equip,rare,fortune,0,1,toxic_blade,3,280,2,melee,1,disease,2,,
320172,32017,3,毒刃,equip,rare,fortune,0,1,toxic_blade,3,420,2,melee,2,disease,2,,
33017,33017,1,毒刃,equip,rare,balance,0,1,toxic_blade,3,140,2,melee,1,disease,1,,
330171,33017,2,毒刃,equip,rare,balance,0,1,toxic_blade,3,280,2,melee,1,disease,2,,
330172,33017,3,毒刃,equip,rare,balance,0,1,toxic_blade,3,420,2,melee,2,disease,2,,
34017,34017,1,毒刃,equip,rare,nature,0,1,toxic_blade,2,140,2,melee,1,disease,1,,
340171,34017,2,毒刃,equip,rare,nature,0,1,toxic_blade,2,280,2,melee,1,disease,2,,
340172,34017,3,毒刃,equip,rare,nature,0,1,toxic_blade,2,420,2,melee,2,disease,2,,
35017,35017,1,毒刃,equip,rare,chaos,0,1,toxic_blade,2,140,2,melee,1,disease,1,,
350171,35017,2,毒刃,equip,rare,chaos,0,1,toxic_blade,2,280,2,melee,1,disease,2,,
350172,35017,3,毒刃,equip,rare,chaos,0,1,toxic_blade,2,420,2,melee,2,disease,2,,
36017,36017,1,毒刃,equip,rare,all,0,1,toxic_blade,4,140,2,melee,1,disease,1,,
360171,36017,2,毒刃,equip,rare,all,0,1,toxic_blade,4,280,2,melee,1,disease,2,,
360172,36017,3,毒刃,equip,rare,all,0,1,toxic_blade,4,420,2,melee,2,disease,2,,
32018,32018,1,诡诈手枪,equip,rare,fortune,0,1,poison_shot,3,140,2,chance,3,,,,
320181,32018,2,诡诈手枪,equip,rare,fortune,0,1,poison_shot,3,280,2,chance,4,,,,
320182,32018,3,诡诈手枪,equip,rare,fortune,0,1,poison_shot,3,420,2,chance,5,,,,
33018,33018,1,诡诈手枪,equip,rare,balance,0,1,poison_shot,4,140,2,chance,3,,,,
330181,33018,2,诡诈手枪,equip,rare,balance,0,1,poison_shot,4,280,2,chance,4,,,,
330182,33018,3,诡诈手枪,equip,rare,balance,0,1,poison_shot,4,420,2,chance,5,,,,
34018,34018,1,诡诈手枪,equip,rare,nature,0,1,poison_shot,4,140,2,chance,3,,,,
340181,34018,2,诡诈手枪,equip,rare,nature,0,1,poison_shot,4,280,2,chance,4,,,,
340182,34018,3,诡诈手枪,equip,rare,nature,0,1,poison_shot,4,420,2,chance,5,,,,
35018,35018,1,诡诈手枪,equip,rare,chaos,0,1,poison_shot,4,140,2,chance,3,,,,
350181,35018,2,诡诈手枪,equip,rare,chaos,0,1,poison_shot,4,280,2,chance,4,,,,
350182,35018,3,诡诈手枪,equip,rare,chaos,0,1,poison_shot,4,420,2,chance,5,,,,
36018,36018,1,诡诈手枪,equip,rare,all,0,1,poison_shot,5,140,2,chance,3,,,,
360181,36018,2,诡诈手枪,equip,rare,all,0,1,poison_shot,5,280,2,chance,4,,,,
360182,36018,3,诡诈手枪,equip,rare,all,0,1,poison_shot,5,420,2,chance,5,,,,
31019,31019,1,长矛,equip,rare,war,0,1,long_spear,3,140,2,reach,0,,,,
310191,31019,2,长矛,equip,rare,war,0,1,long_spear,3,280,2,reach,0,breaker,1,,
310192,31019,3,长矛,equip,rare,war,0,1,long_spear,3,420,2,reach,0,breaker,3,,
32019,32019,1,长矛,equip,rare,fortune,0,1,long_spear,3,140,2,reach,0,,,,
320191,32019,2,长矛,equip,rare,fortune,0,1,long_spear,3,280,2,reach,0,breaker,1,,
320192,32019,3,长矛,equip,rare,fortune,0,1,long_spear,3,420,2,reach,0,breaker,3,,
34019,34019,1,长矛,equip,rare,nature,0,1,long_spear,3,140,2,reach,0,,,,
340191,34019,2,长矛,equip,rare,nature,0,1,long_spear,3,280,2,reach,0,breaker,1,,
340192,34019,3,长矛,equip,rare,nature,0,1,long_spear,3,420,2,reach,0,breaker,3,,
35019,35019,1,长矛,equip,rare,chaos,0,1,long_spear,3,140,2,reach,0,,,,
350191,35019,2,长矛,equip,rare,chaos,0,1,long_spear,3,280,2,reach,0,breaker,1,,
350192,35019,3,长矛,equip,rare,chaos,0,1,long_spear,3,420,2,reach,0,breaker,3,,
36019,36019,1,长矛,equip,rare,all,0,1,long_spear,4,140,2,reach,0,,,,
360191,36019,2,长矛,equip,rare,all,0,1,long_spear,4,280,2,reach,0,breaker,1,,
360192,36019,3,长矛,equip,rare,all,0,1,long_spear,4,420,2,reach,0,breaker,3,,
31020,31020,1,破碎战锤,equip,rare,war,0,1,hammer,3,140,2,melee,1,breaker,2,,
310201,31020,2,破碎战锤,equip,rare,war,0,1,hammer,3,280,2,melee,1,breaker,3,,
310202,31020,3,破碎战锤,equip,rare,war,0,1,hammer,3,420,2,melee,2,breaker,3,,
32020,32020,1,破碎战锤,equip,rare,fortune,0,1,hammer,3,140,2,melee,1,breaker,2,,
320201,32020,2,破碎战锤,equip,rare,fortune,0,1,hammer,3,280,2,melee,1,breaker,3,,
320202,32020,3,破碎战锤,equip,rare,fortune,0,1,hammer,3,420,2,melee,2,breaker,3,,
33020,33020,1,破碎战锤,equip,rare,balance,0,1,hammer,3,140,2,melee,1,breaker,2,,
330201,33020,2,破碎战锤,equip,rare,balance,0,1,hammer,3,280,2,melee,1,breaker,3,,
330202,33020,3,破碎战锤,equip,rare,balance,0,1,hammer,3,420,2,melee,2,breaker,3,,
34020,34020,1,破碎战锤,equip,rare,nature,0,1,hammer,2,140,2,melee,1,breaker,2,,
340201,34020,2,破碎战锤,equip,rare,nature,0,1,hammer,2,280,2,melee,1,breaker,3,,
340202,34020,3,破碎战锤,equip,rare,nature,0,1,hammer,2,420,2,melee,2,breaker,3,,
35020,35020,1,破碎战锤,equip,rare,chaos,0,1,hammer,3,140,2,melee,1,breaker,2,,
350201,35020,2,破碎战锤,equip,rare,chaos,0,1,hammer,3,280,2,melee,1,breaker,3,,
350202,35020,3,破碎战锤,equip,rare,chaos,0,1,hammer,3,420,2,melee,2,breaker,3,,
36020,36020,1,破碎战锤,equip,rare,all,0,1,hammer,4,140,2,melee,1,breaker,2,,
360201,36020,2,破碎战锤,equip,rare,all,0,1,hammer,4,280,2,melee,1,breaker,3,,
360202,36020,3,破碎战锤,equip,rare,all,0,1,hammer,4,420,2,melee,2,breaker,3,,
31021,31021,1,魔法指环,equip,rare,war,0,1,ring_of_mages,4,140,2,magic,1,reflect,0,,
310211,31021,2,魔法指环,equip,rare,war,0,1,ring_of_mages,4,280,2,magic,1,reflect,0,mshield,1
310212,31021,3,魔法指环,equip,rare,war,0,1,ring_of_mages,4,420,2,magic,2,reflect,0,mshield,1
32021,32021,1,魔法指环,equip,rare,fortune,0,1,ring_of_mages,4,140,2,magic,1,reflect,0,,
320211,32021,2,魔法指环,equip,rare,fortune,0,1,ring_of_mages,4,280,2,magic,1,reflect,0,mshield,1
320212,32021,3,魔法指环,equip,rare,fortune,0,1,ring_of_mages,4,420,2,magic,2,reflect,0,mshield,1
33021,33021,1,魔法指环,equip,rare,balance,0,1,ring_of_mages,3,140,2,magic,1,reflect,0,,
330211,33021,2,魔法指环,equip,rare,balance,0,1,ring_of_mages,3,280,2,magic,1,reflect,0,mshield,1
330212,33021,3,魔法指环,equip,rare,balance,0,1,ring_of_mages,3,420,2,magic,2,reflect,0,mshield,1
34021,34021,1,魔法指环,equip,rare,nature,0,1,ring_of_mages,4,140,2,magic,1,reflect,0,,
340211,34021,2,魔法指环,equip,rare,nature,0,1,ring_of_mages,4,280,2,magic,1,reflect,0,mshield,1
340212,34021,3,魔法指环,equip,rare,nature,0,1,ring_of_mages,4,420,2,magic,2,reflect,0,mshield,1
35021,35021,1,魔法指环,equip,rare,chaos,0,1,ring_of_mages,3,140,2,magic,1,reflect,0,,
350211,35021,2,魔法指环,equip,rare,chaos,0,1,ring_of_mages,3,280,2,magic,1,reflect,0,mshield,1
350212,35021,3,魔法指环,equip,rare,chaos,0,1,ring_of_mages,3,420,2,magic,2,reflect,0,mshield,1
36021,36021,1,魔法指环,equip,rare,all,0,1,ring_of_mages,5,140,2,magic,1,reflect,0,,
360211,36021,2,魔法指环,equip,rare,all,0,1,ring_of_mages,5,280,2,magic,1,reflect,0,mshield,1
360212,36021,3,魔法指环,equip,rare,all,0,1,ring_of_mages,5,420,2,magic,2,reflect,0,mshield,1
31022,31022,1,战斧,equip,rarity,war,0,1,battle_axe,2,210,2,melee,2,cleave,0,,
310221,31022,2,战斧,equip,rarity,war,0,1,battle_axe,2,420,2,melee,3,cleave,0,,
310222,31022,3,战斧,equip,rarity,war,0,1,battle_axe,2,630,2,melee,4,cleave,0,,
32022,32022,1,战斧,equip,rarity,fortune,0,1,battle_axe,3,210,2,melee,2,cleave,0,,
320221,32022,2,战斧,equip,rarity,fortune,0,1,battle_axe,3,420,2,melee,3,cleave,0,,
320222,32022,3,战斧,equip,rarity,fortune,0,1,battle_axe,3,630,2,melee,4,cleave,0,,
33022,33022,1,战斧,equip,rarity,balance,0,1,battle_axe,3,210,2,melee,2,cleave,0,,
330221,33022,2,战斧,equip,rarity,balance,0,1,battle_axe,3,420,2,melee,3,cleave,0,,
330222,33022,3,战斧,equip,rarity,balance,0,1,battle_axe,3,630,2,melee,4,cleave,0,,
34022,34022,1,战斧,equip,rarity,nature,0,1,battle_axe,3,210,2,melee,2,cleave,0,,
340221,34022,2,战斧,equip,rarity,nature,0,1,battle_axe,3,420,2,melee,3,cleave,0,,
340222,34022,3,战斧,equip,rarity,nature,0,1,battle_axe,3,630,2,melee,4,cleave,0,,
35022,35022,1,战斧,equip,rarity,chaos,0,1,battle_axe,3,210,2,melee,2,cleave,0,,
350221,35022,2,战斧,equip,rarity,chaos,0,1,battle_axe,3,420,2,melee,3,cleave,0,,
350222,35022,3,战斧,equip,rarity,chaos,0,1,battle_axe,3,630,2,melee,4,cleave,0,,
36022,36022,1,战斧,equip,rarity,all,0,1,battle_axe,4,210,2,melee,2,cleave,0,,
360221,36022,2,战斧,equip,rarity,all,0,1,battle_axe,4,420,2,melee,3,cleave,0,,
360222,36022,3,战斧,equip,rarity,all,0,1,battle_axe,4,630,2,melee,4,cleave,0,,
31023,31023,1,冲锋弓,equip,rarity,war,0,1,heralds_bow,4,210,2,ranged,2,rally,1,,
310231,31023,2,冲锋弓,equip,rarity,war,0,1,heralds_bow,4,420,2,ranged,2,rally,2,,
310232,31023,3,冲锋弓,equip,rarity,war,0,1,heralds_bow,4,630,2,ranged,3,rally,2,,
32023,32023,1,冲锋弓,equip,rarity,fortune,0,1,heralds_bow,4,210,2,ranged,2,rally,1,,
320231,32023,2,冲锋弓,equip,rarity,fortune,0,1,heralds_bow,4,420,2,ranged,2,rally,2,,
320232,32023,3,冲锋弓,equip,rarity,fortune,0,1,heralds_bow,4,630,2,ranged,3,rally,2,,
33023,33023,1,冲锋弓,equip,rarity,balance,0,1,heralds_bow,4,210,2,ranged,2,rally,1,,
330231,33023,2,冲锋弓,equip,rarity,balance,0,1,heralds_bow,4,420,2,ranged,2,rally,2,,
330232,33023,3,冲锋弓,equip,rarity,balance,0,1,heralds_bow,4,630,2,ranged,3,rally,2,,
34023,34023,1,冲锋弓,equip,rarity,nature,0,1,heralds_bow,4,210,2,ranged,2,rally,1,,
340231,34023,2,冲锋弓,equip,rarity,nature,0,1,heralds_bow,4,420,2,ranged,2,rally,2,,
340232,34023,3,冲锋弓,equip,rarity,nature,0,1,heralds_bow,4,630,2,ranged,3,rally,2,,
35023,35023,1,冲锋弓,equip,rarity,chaos,0,1,heralds_bow,4,210,2,ranged,2,rally,1,,
350231,35023,2,冲锋弓,equip,rarity,chaos,0,1,heralds_bow,4,420,2,ranged,2,rally,2,,
350232,35023,3,冲锋弓,equip,rarity,chaos,0,1,heralds_bow,4,630,2,ranged,3,rally,2,,
36023,36023,1,冲锋弓,equip,rarity,all,0,1,heralds_bow,5,210,2,ranged,2,rally,1,,
360231,36023,2,冲锋弓,equip,rarity,all,0,1,heralds_bow,5,420,2,ranged,2,rally,2,,
360232,36023,3,冲锋弓,equip,rarity,all,0,1,heralds_bow,5,630,2,ranged,3,rally,2,,
31024,31024,1,十字弩,equip,rarity,war,0,1,crossbow,3,210,2,ranged,2,disease,1,,
310241,31024,2,十字弩,equip,rarity,war,0,1,crossbow,3,420,2,ranged,2,disease,2,,
310242,31024,3,十字弩,equip,rarity,war,0,1,crossbow,3,630,2,ranged,3,disease,2,,
32024,32024,1,十字弩,equip,rarity,fortune,0,1,crossbow,3,210,2,ranged,2,disease,1,,
320241,32024,2,十字弩,equip,rarity,fortune,0,1,crossbow,3,420,2,ranged,2,disease,2,,
320242,32024,3,十字弩,equip,rarity,fortune,0,1,crossbow,3,630,2,ranged,3,disease,2,,
33024,33024,1,十字弩,equip,rarity,balance,0,1,crossbow,3,210,2,ranged,2,disease,1,,
330241,33024,2,十字弩,equip,rarity,balance,0,1,crossbow,3,420,2,ranged,2,disease,2,,
330242,33024,3,十字弩,equip,rarity,balance,0,1,crossbow,3,630,2,ranged,3,disease,2,,
34024,34024,1,十字弩,equip,rarity,nature,0,1,crossbow,3,210,2,ranged,2,disease,1,,
340241,34024,2,十字弩,equip,rarity,nature,0,1,crossbow,3,420,2,ranged,2,disease,2,,
340242,34024,3,十字弩,equip,rarity,nature,0,1,crossbow,3,630,2,ranged,3,disease,2,,
35024,35024,1,十字弩,equip,rarity,chaos,0,1,crossbow,3,210,2,ranged,2,disease,1,,
350241,35024,2,十字弩,equip,rarity,chaos,0,1,crossbow,3,420,2,ranged,2,disease,2,,
350242,35024,3,十字弩,equip,rarity,chaos,0,1,crossbow,3,630,2,ranged,3,disease,2,,
36024,36024,1,十字弩,equip,rarity,all,0,1,crossbow,4,210,2,ranged,2,disease,1,,
360241,36024,2,十字弩,equip,rarity,all,0,1,crossbow,4,420,2,ranged,2,disease,2,,
360242,36024,3,十字弩,equip,rarity,all,0,1,crossbow,4,630,2,ranged,3,disease,2,,
33025,33025,1,能量法杖,equip,rarity,balance,0,1,staff_of_flight,2,210,2,magic,2,,,,
330251,33025,2,能量法杖,equip,rarity,balance,0,1,staff_of_flight,2,420,2,magic,2,mshield,1,,
330252,33025,3,能量法杖,equip,rarity,balance,0,1,staff_of_flight,2,630,2,magic,2,mshield,2,,
35025,35025,1,能量法杖,equip,rarity,chaos,0,1,staff_of_flight,3,210,2,magic,2,,,,
350251,35025,2,能量法杖,equip,rarity,chaos,0,1,staff_of_flight,3,420,2,magic,2,mshield,1,,
350252,35025,3,能量法杖,equip,rarity,chaos,0,1,staff_of_flight,3,630,2,magic,2,mshield,2,,
36025,36025,1,能量法杖,equip,rarity,all,0,1,staff_of_flight,4,210,2,magic,2,,,,
360251,36025,2,能量法杖,equip,rarity,all,0,1,staff_of_flight,4,420,2,magic,2,mshield,1,,
360252,36025,3,能量法杖,equip,rarity,all,0,1,staff_of_flight,4,630,2,magic,2,mshield,2,,
32026,32026,1,世纪之角,equip,rarity,fortune,0,1,horn_of_ages,3,210,2,heal,3,,,,
320261,32026,2,世纪之角,equip,rarity,fortune,0,1,horn_of_ages,3,420,2,heal,2,heal_all,1,,
320262,32026,3,世纪之角,equip,rarity,fortune,0,1,horn_of_ages,3,630,2,heal,3,heal_all,1,,
33026,33026,1,世纪之角,equip,rarity,balance,0,1,horn_of_ages,3,210,2,heal,3,,,,
330261,33026,2,世纪之角,equip,rarity,balance,0,1,horn_of_ages,3,420,2,heal,2,heal_all,1,,
330262,33026,3,世纪之角,equip,rarity,balance,0,1,horn_of_ages,3,630,2,heal,3,heal_all,1,,
34026,34026,1,世纪之角,equip,rarity,nature,0,1,horn_of_ages,3,210,2,heal,3,,,,
340261,34026,2,世纪之角,equip,rarity,nature,0,1,horn_of_ages,3,420,2,heal,2,heal_all,1,,
340262,34026,3,世纪之角,equip,rarity,nature,0,1,horn_of_ages,3,630,2,heal,3,heal_all,1,,
36026,36026,1,世纪之角,equip,rarity,all,0,1,horn_of_ages,4,210,2,heal,3,,,,
360261,36026,2,世纪之角,equip,rarity,all,0,1,horn_of_ages,4,420,2,heal,2,heal_all,1,,
360262,36026,3,世纪之角,equip,rarity,all,0,1,horn_of_ages,4,630,2,heal,3,heal_all,1,,
31027,31027,1,暮光之戟,equip,rarity,war,0,1,twilight,3,210,2,melee,2,reach,0,,
310271,31027,2,暮光之戟,equip,rarity,war,0,1,twilight,3,420,2,melee,3,reach,0,,
310272,31027,3,暮光之戟,equip,rarity,war,0,1,twilight,3,630,2,melee,4,reach,0,,
32027,32027,1,暮光之戟,equip,rarity,fortune,0,1,twilight,3,210,2,melee,2,reach,0,,
320271,32027,2,暮光之戟,equip,rarity,fortune,0,1,twilight,3,420,2,melee,3,reach,0,,
320272,32027,3,暮光之戟,equip,rarity,fortune,0,1,twilight,3,630,2,melee,4,reach,0,,
34027,34027,1,暮光之戟,equip,rarity,nature,0,1,twilight,3,210,2,melee,2,reach,0,,
340271,34027,2,暮光之戟,equip,rarity,nature,0,1,twilight,3,420,2,melee,3,reach,0,,
340272,34027,3,暮光之戟,equip,rarity,nature,0,1,twilight,3,630,2,melee,4,reach,0,,
35027,35027,1,暮光之戟,equip,rarity,chaos,0,1,twilight,3,210,2,melee,2,reach,0,,
350271,35027,2,暮光之戟,equip,rarity,chaos,0,1,twilight,3,420,2,melee,3,reach,0,,
350272,35027,3,暮光之戟,equip,rarity,chaos,0,1,twilight,3,630,2,melee,4,reach,0,,
36027,36027,1,暮光之戟,equip,rarity,all,0,1,twilight,4,210,2,melee,2,reach,0,,
360271,36027,2,暮光之戟,equip,rarity,all,0,1,twilight,4,420,2,melee,3,reach,0,,
360272,36027,3,暮光之戟,equip,rarity,all,0,1,twilight,4,630,2,melee,4,reach,0,,
31028,31028,1,石笋手套,equip,rarity,war,0,1,stalagmite_gloves,3,210,2,thrash,2,breaker,2,,
310281,31028,2,石笋手套,equip,rarity,war,0,1,stalagmite_gloves,3,420,2,thrash,2,breaker,3,,
310282,31028,3,石笋手套,equip,rarity,war,0,1,stalagmite_gloves,3,630,2,thrash,3,breaker,3,,
32028,32028,1,石笋手套,equip,rarity,fortune,0,1,stalagmite_gloves,3,210,2,thrash,2,breaker,2,,
320281,32028,2,石笋手套,equip,rarity,fortune,0,1,stalagmite_gloves,3,420,2,thrash,2,breaker,3,,
320282,32028,3,石笋手套,equip,rarity,fortune,0,1,stalagmite_gloves,3,630,2,thrash,3,breaker,3,,
33028,33028,1,石笋手套,equip,rarity,balance,0,1,stalagmite_gloves,3,210,2,thrash,2,breaker,2,,
330281,33028,2,石笋手套,equip,rarity,balance,0,1,stalagmite_gloves,3,420,2,thrash,2,breaker,3,,
330282,33028,3,石笋手套,equip,rarity,balance,0,1,stalagmite_gloves,3,630,2,thrash,3,breaker,3,,
34028,34028,1,石笋手套,equip,rarity,nature,0,1,stalagmite_gloves,3,210,2,thrash,2,breaker,2,,
340281,34028,2,石笋手套,equip,rarity,nature,0,1,stalagmite_gloves,3,420,2,thrash,2,breaker,3,,
340282,34028,3,石笋手套,equip,rarity,nature,0,1,stalagmite_gloves,3,630,2,thrash,3,breaker,3,,
35028,35028,1,石笋手套,equip,rarity,chaos,0,1,stalagmite_gloves,3,210,2,thrash,2,breaker,2,,
350281,35028,2,石笋手套,equip,rarity,chaos,0,1,stalagmite_gloves,3,420,2,thrash,2,breaker,3,,
350282,35028,3,石笋手套,equip,rarity,chaos,0,1,stalagmite_gloves,3,630,2,thrash,3,breaker,3,,
36028,36028,1,石笋手套,equip,rarity,all,0,1,stalagmite_gloves,4,210,2,thrash,2,breaker,2,,
360281,36028,2,石笋手套,equip,rarity,all,0,1,stalagmite_gloves,4,420,2,thrash,2,breaker,3,,
360282,36028,3,石笋手套,equip,rarity,all,0,1,stalagmite_gloves,4,630,2,thrash,3,breaker,3,,
31029,31029,1,圣剑,equip,epic,war,0,1,excalibur,3,280,2,melee,3,rally,1,,
310291,31029,2,圣剑,equip,epic,war,0,1,excalibur,3,560,2,melee,4,rally,1,,
310292,31029,3,圣剑,equip,epic,war,0,1,excalibur,3,840,2,melee,4,rally,2,,
32029,32029,1,圣剑,equip,epic,fortune,0,1,excalibur,4,280,2,melee,3,rally,1,,
320291,32029,2,圣剑,equip,epic,fortune,0,1,excalibur,4,560,2,melee,4,rally,1,,
320292,32029,3,圣剑,equip,epic,fortune,0,1,excalibur,4,840,2,melee,4,rally,2,,
33029,33029,1,圣剑,equip,epic,balance,0,1,excalibur,4,280,2,melee,3,rally,1,,
330291,33029,2,圣剑,equip,epic,balance,0,1,excalibur,4,560,2,melee,4,rally,1,,
330292,33029,3,圣剑,equip,epic,balance,0,1,excalibur,4,840,2,melee,4,rally,2,,
34029,34029,1,圣剑,equip,epic,nature,0,1,excalibur,3,280,2,melee,3,rally,1,,
340291,34029,2,圣剑,equip,epic,nature,0,1,excalibur,3,560,2,melee,4,rally,1,,
340292,34029,3,圣剑,equip,epic,nature,0,1,excalibur,3,840,2,melee,4,rally,2,,
35029,35029,1,圣剑,equip,epic,chaos,0,1,excalibur,3,280,2,melee,3,rally,1,,
350291,35029,2,圣剑,equip,epic,chaos,0,1,excalibur,3,560,2,melee,4,rally,1,,
350292,35029,3,圣剑,equip,epic,chaos,0,1,excalibur,3,840,2,melee,4,rally,2,,
36029,36029,1,圣剑,equip,epic,all,0,1,excalibur,5,280,2,melee,3,rally,1,,
360291,36029,2,圣剑,equip,epic,all,0,1,excalibur,5,560,2,melee,4,rally,1,,
360292,36029,3,圣剑,equip,epic,all,0,1,excalibur,5,840,2,melee,4,rally,2,,
31030,31030,1,蝎子巨弩,equip,epic,war,0,1,molten_crossbow,3,280,2,ranged,3,,,,
310301,31030,2,蝎子巨弩,equip,epic,war,0,1,molten_crossbow,3,560,2,ranged,3,cleave,0,,
310302,31030,3,蝎子巨弩,equip,epic,war,0,1,molten_crossbow,3,840,2,ranged,4,cleave,0,,
32030,32030,1,蝎子巨弩,equip,epic,fortune,0,1,molten_crossbow,2,280,2,ranged,3,,,,
320301,32030,2,蝎子巨弩,equip,epic,fortune,0,1,molten_crossbow,2,560,2,ranged,3,cleave,0,,
320302,32030,3,蝎子巨弩,equip,epic,fortune,0,1,molten_crossbow,2,840,2,ranged,4,cleave,0,,
33030,33030,1,蝎子巨弩,equip,epic,balance,0,1,molten_crossbow,3,280,2,ranged,3,,,,
330301,33030,2,蝎子巨弩,equip,epic,balance,0,1,molten_crossbow,3,560,2,ranged,3,cleave,0,,
330302,33030,3,蝎子巨弩,equip,epic,balance,0,1,molten_crossbow,3,840,2,ranged,4,cleave,0,,
34030,34030,1,蝎子巨弩,equip,epic,nature,0,1,molten_crossbow,2,280,2,ranged,3,,,,
340301,34030,2,蝎子巨弩,equip,epic,nature,0,1,molten_crossbow,2,560,2,ranged,3,cleave,0,,
340302,34030,3,蝎子巨弩,equip,epic,nature,0,1,molten_crossbow,2,840,2,ranged,4,cleave,0,,
35030,35030,1,蝎子巨弩,equip,epic,chaos,0,1,molten_crossbow,3,280,2,ranged,3,,,,
350301,35030,2,蝎子巨弩,equip,epic,chaos,0,1,molten_crossbow,3,560,2,ranged,3,cleave,0,,
350302,35030,3,蝎子巨弩,equip,epic,chaos,0,1,molten_crossbow,3,840,2,ranged,4,cleave,0,,
36030,36030,1,蝎子巨弩,equip,epic,all,0,1,molten_crossbow,4,280,2,ranged,3,,,,
360301,36030,2,蝎子巨弩,equip,epic,all,0,1,molten_crossbow,4,560,2,ranged,3,cleave,0,,
360302,36030,3,蝎子巨弩,equip,epic,all,0,1,molten_crossbow,4,840,2,ranged,4,cleave,0,,
31031,31031,1,黑曜石之矛,equip,epic,war,0,1,obsidian_spear,3,280,2,melee,3,reach,0,disease,1
310311,31031,2,黑曜石之矛,equip,epic,war,0,1,obsidian_spear,3,560,2,melee,3,reach,0,disease,2
310312,31031,3,黑曜石之矛,equip,epic,war,0,1,obsidian_spear,3,840,2,melee,4,reach,0,disease,2
32031,32031,1,黑曜石之矛,equip,epic,fortune,0,1,obsidian_spear,4,280,2,melee,3,reach,0,disease,1
320311,32031,2,黑曜石之矛,equip,epic,fortune,0,1,obsidian_spear,4,560,2,melee,3,reach,0,disease,2
320312,32031,3,黑曜石之矛,equip,epic,fortune,0,1,obsidian_spear,4,840,2,melee,4,reach,0,disease,2
33031,33031,1,黑曜石之矛,equip,epic,balance,0,1,obsidian_spear,4,280,2,melee,3,reach,0,disease,1
330311,33031,2,黑曜石之矛,equip,epic,balance,0,1,obsidian_spear,4,560,2,melee,3,reach,0,disease,2
330312,33031,3,黑曜石之矛,equip,epic,balance,0,1,obsidian_spear,4,840,2,melee,4,reach,0,disease,2
34031,34031,1,黑曜石之矛,equip,epic,nature,0,1,obsidian_spear,3,280,2,melee,3,reach,0,disease,1
340311,34031,2,黑曜石之矛,equip,epic,nature,0,1,obsidian_spear,3,560,2,melee,3,reach,0,disease,2
340312,34031,3,黑曜石之矛,equip,epic,nature,0,1,obsidian_spear,3,840,2,melee,4,reach,0,disease,2
35031,35031,1,黑曜石之矛,equip,epic,chaos,0,1,obsidian_spear,3,280,2,melee,3,reach,0,disease,1
350311,35031,2,黑曜石之矛,equip,epic,chaos,0,1,obsidian_spear,3,560,2,melee,3,reach,0,disease,2
350312,35031,3,黑曜石之矛,equip,epic,chaos,0,1,obsidian_spear,3,840,2,melee,4,reach,0,disease,2
36031,36031,1,黑曜石之矛,equip,epic,all,0,1,obsidian_spear,5,280,2,melee,3,reach,0,disease,1
360311,36031,2,黑曜石之矛,equip,epic,all,0,1,obsidian_spear,5,560,2,melee,3,reach,0,disease,2
360312,36031,3,黑曜石之矛,equip,epic,all,0,1,obsidian_spear,5,840,2,melee,4,reach,0,disease,2
,,,,,,,,,,,,,,,,,,
40001,40001,1,投掷匕首,consume,normal,all,,1,throwing_knife,2,70,2,damage,1,,,,
40002,40002,1,小瓶药水,consume,normal,all,,1,healing_vial,3,70,2,heal,2,,,,
40003,40003,1,治疗药水,consume,normal,all,,1,potion,2,70,2,heal,1,,,,
40004,40004,1,光之炸弹,consume,rare,all,,1,bomb,3,140,2,damage,2,,,,
40005,40005,1,回旋镖,consume,rare,all,,1,boomerang,2,140,2,damage_all,1,,,,
40006,40006,1,龙之血,consume,rare,all,,1,dragons_blood,4,140,2,heal,3,,,,
40007,40007,1,治愈之音,consume,rare,all,,1,soothing_music,2,140,2,heal_all,1,,,,
40008,40008,1,枯萎匕首,consume,rarity,all,,1,ceremonial_knife,4,210,2,damage,4,,,,
40009,40009,1,浸毒匕首,consume,rarity,all,,1,poison_dagger,3,210,2,damage,3,disease,1,,
40010,40010,1,易碎药膏,consume,rarity,all,,1,brittle_ointment,4,210,2,destroy,0,,,,
40011,40011,1,天使之声,consume,rarity,all,,1,rejuvenating_sound,3,210,2,heal_all,2,,,,
40012,40012,1,龙之泪,consume,rarity,all,,1,dragons_tear,1,210,1,crystal,2,,,,
40013,40013,1,猛烈炸弹,consume,epic,all,,1,wolf_bombs,2,280,2,damage_all,1,breaker,3,,
40014,40014,1,手里剑,consume,epic,all,,1,shuriken,2,280,2,silence,2,disease_all,3,,
